id,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_cond,wood_deck_sf,mo_sold,yr_sold,saleprice,house_age,with_porch,remod/add,big_house,exterior
154,30,RL,65.0,8.97449144816442,0,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,7,1920,Gable,None,0.0,3,TA,BrkTil,3,1,Unf,0.0,6.3578422665081,4,6.893656354602635,0.0,6.893656354602635,0.0,1,0,2,3,0,0,Detchd,Unf,676.0,TA,0.0,4,2010,11.56171562913966,4.51085950651685,0,1,0,Metal
999,60,RL,57.0,9.99300827847454,2,HLS,FR2,Gilbert,Norm,1Fam,2Story,7,5,1996,Gable,None,0.0,3,TA,PConc,4,4,GLQ,6.405228458030842,4.836281906951478,5,6.593044534142437,6.576469569048224,7.277247726631484,0.0,2,1,3,3,1,3,Attchd,Unf,406.0,TA,5.579729825986222,8,2008,12.072541252905651,2.5649493574615367,1,1,0,Wood
1400,60,RL,83.0,9.21094019204815,0,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,5,1977,Hip,BrkFace,5.703782474656201,3,TA,CBlock,4,1,BLQ,5.973809611869261,6.645090969505644,5,7.053585727193677,6.7650389767805414,7.612336837167746,0.0,2,1,4,3,1,3,Attchd,Fin,505.0,TA,5.666426688112432,3,2008,12.165250651009918,3.4657359027997265,1,0,0,Wood
2807,60,RL,41.0,9.424967763522053,2,Lvl,FR2,CollgCr,Norm,1Fam,2Story,7,5,2004,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,6.742880635791903,5,6.742880635791903,7.004881989712859,7.575071699507561,0.0,2,1,4,4,1,4,BuiltIn,Fin,434.0,TA,4.61512051684126,9,2006,12.180754837545884,1.0986122886681098,1,1,0,Vinyl
516,60,FV,75.0,9.105090961257085,0,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2008,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,6.645090969505644,5,6.668228248417403,6.690842277418564,7.372118028337787,0.0,2,1,3,4,0,0,Attchd,RFn,676.0,TA,0.0,6,2009,12.254862809699606,0.6931471805599453,1,0,0,Vinyl
1753,60,RL,63.0,8.971575439759016,0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,Gable,BrkFace,2.833213344056216,4,TA,PConc,4,1,Unf,0.0,6.742880635791903,5,6.742880635791903,7.004881989712859,7.575071699507561,0.0,2,1,4,4,1,4,BuiltIn,Fin,434.0,TA,0.0,7,2007,12.259613412458204,1.6094379124341003,1,0,0,Vinyl
734,50,RM,50.0,8.699681400989514,0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,Gable,None,0.0,3,TA,BrkTil,3,1,BLQ,6.511745329644728,0.0,3,6.630683385642372,6.342121418721152,7.1891677384203225,0.0,1,0,3,3,0,0,Detchd,Unf,240.0,TA,0.0,7,2009,11.759785542901755,4.30406509320417,0,1,0,Metal
1209,20,RL,100.0,9.227787285579904,1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1964,Gable,BrkFace,5.60947179518496,3,TA,CBlock,3,1,BLQ,6.19644412779452,6.841615476477592,4,7.262628600974241,0.0,7.262628600974241,0.0,2,0,3,3,1,4,Attchd,RFn,576.0,TA,0.0,7,2008,12.103486056755072,3.8066624897703196,1,0,0,Wood
1994,190,RM,85.0,9.517898598432753,0,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,1900,Gable,None,0.0,3,TA,BrkTil,3,1,Unf,0.0,6.4967749901858625,3,7.260522598089852,6.82001636467413,7.757051142032013,0.0,2,0,5,3,0,0,Detchd,Unf,560.0,TA,0.0,9,2007,11.407564949312402,4.68213122712422,1,1,0,Wood
1901,45,RL,85.0,9.406975663409597,0,Lvl,Inside,NAmes,Norm,1Fam,1.5Unf,5,7,1940,Gable,None,0.0,3,TA,PConc,3,1,LwQ,4.875197323201151,6.073044534100405,3,6.812345094177479,0.0,6.812345094177479,0.0,1,0,2,3,0,0,Attchd,Unf,512.0,TA,5.652489180268651,10,2007,11.83862560460953,4.219507705176107,1,1,0,Wood
2413,60,RL,65.0,9.233861567017529,0,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2006,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,6.6052979209482015,5,6.6052979209482015,6.626717749249025,7.30854279753919,0.0,2,1,3,4,0,0,Attchd,Fin,440.0,TA,0.0,9,2006,12.043465476845318,0.0,1,0,0,Vinyl
2630,20,RL,70.0,8.853808274977197,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,4,1961,Hip,None,0.0,3,TA,CBlock,3,1,GLQ,6.661854740545311,5.91350300563827,3,7.048386408721883,0.0,7.048386408721883,0.0,1,0,3,3,0,0,Attchd,RFn,288.0,TA,0.0,7,2006,11.891361900690473,3.828641396489095,1,0,0,Brick
1428,60,RL,59.0,9.326254996572539,2,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,7,5,1993,Gable,None,0.0,4,TA,PConc,4,1,BLQ,3.9318256327243257,6.214608098422191,5,6.985641817639208,6.925595197110468,7.6487397889562425,0.0,2,1,3,4,1,3,Attchd,Unf,678.0,TA,5.2832037287379885,12,2008,12.337100907936577,2.772588722239781,1,0,0,Vinyl
1271,20,RL,80.0,8.987321812850125,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1959,Gable,None,0.0,3,TA,PConc,3,1,BLQ,6.1675164908883415,5.680172609017068,4,7.136483208590247,0.0,7.136483208590247,1.0,1,1,3,4,0,0,Attchd,RFn,311.0,TA,0.0,5,2008,11.976659481202368,3.912023005428146,1,0,0,Brick
2464,60,FV,84.0,9.280705634636746,0,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,Gable,None,0.0,4,TA,PConc,4,2,Unf,0.0,6.999422467507961,4,6.999422467507961,6.739336627357174,7.570443252057374,0.0,2,1,3,4,1,4,Attchd,RFn,1053.0,TA,5.262690188904886,8,2006,12.491251587763836,0.0,1,0,0,Vinyl
2653,50,RM,50.0,8.699681400989514,0,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1924,Gable,BrkFace,4.983606621708336,3,Gd,PConc,3,1,Unf,0.0,6.705639094860003,5,6.705639094860003,6.621405651764134,7.356918242356021,0.0,1,1,5,4,0,0,Detchd,Unf,450.0,TA,3.2188758248682006,8,2006,11.842229212112828,4.418840607796598,1,1,0,Metal
1505,190,RL,56.0,8.843903650835497,0,Lvl,Inside,Edwards,Norm,2fmCon,1Story,4,5,1955,Hip,None,0.0,3,TA,CBlock,3,3,ALQ,6.665683717782408,0.0,3,6.665683717782408,0.0,6.665683717782408,1.0,1,0,2,3,0,0,None,None,0.0,None,4.727387818712341,5,2008,11.428456308343778,3.9889840465642745,0,0,0,Wood
2110,20,RL,73.0,9.078065332666364,0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2006,Gable,BrkFace,4.890349128221754,4,TA,PConc,4,1,GLQ,3.6109179126442243,7.282073658093465,5,7.313886831633462,0.0,7.313886831633462,0.0,2,0,3,4,1,4,Attchd,RFn,674.0,TA,4.976733742420574,6,2007,12.26904274984486,0.6931471805599453,1,0,0,Vinyl
2386,20,RL,98.0,9.682466746602897,1,Lvl,FR2,NridgHt,Norm,1Fam,1Story,9,5,2004,Hip,BrkFace,5.937536205082426,4,TA,PConc,5,4,GLQ,7.140453043101158,6.35088571671474,5,7.523481312573497,0.0,7.523481312573497,1.0,2,0,3,4,1,4,Attchd,Fin,772.0,TA,6.253828811575473,3,2006,12.694652660348845,1.0986122886681098,1,1,0,Vinyl
1086,60,RL,80.0,9.107753783201082,1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2004,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,6.672032945461067,5,6.70196036600254,6.555356891810665,7.323830566202317,0.0,2,1,3,4,1,4,Attchd,Fin,393.0,TA,0.0,7,2008,12.095141084822892,1.6094379124341003,1,0,0,Vinyl
1574,20,RL,74.0,9.355652103136237,1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,Hip,Stone,5.556828061699537,4,TA,PConc,5,4,GLQ,6.9440872082295275,6.180016653652572,5,7.338238150065589,0.0,7.338238150065589,1.0,2,0,3,4,0,0,Attchd,Fin,788.0,TA,0.0,4,2008,12.591335046320818,1.0986122886681098,1,1,0,Vinyl
406,160,RM,21.0,7.427144133408616,0,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,1972,Gable,BrkFace,6.054439346269371,3,TA,CBlock,3,1,Rec,4.709530201312334,4.382026634673881,3,6.182084906716632,6.22455842927536,6.895682697747868,1.0,1,1,2,3,0,0,Detchd,Unf,288.0,TA,0.0,7,2009,11.48246625748552,3.6375861597263857,0,0,0,Wood
2757,60,RL,73.0,9.078065332666364,0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,Gable,None,0.0,4,TA,PConc,4,2,GLQ,6.142037405587356,6.833031732786201,5,7.238496840894365,6.349138991379798,7.5822291942764615,0.0,2,1,3,4,0,0,Attchd,RFn,868.0,TA,0.0,8,2006,12.38755635142507,0.0,1,0,0,Vinyl
2559,20,RL,80.0,9.169622538697624,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,Gable,None,0.0,3,TA,CBlock,3,2,BLQ,6.82001636467413,5.820082930352362,3,7.2682230211595655,0.0,7.2682230211595655,1.0,1,0,3,3,1,4,Attchd,Unf,441.0,TA,4.976733742420574,6,2006,11.9891596439666,3.828641396489095,1,1,0,Wood
1469,120,RM,37.0,8.397508348470257,0,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,Gable,BrkFace,5.14166355650266,4,TA,PConc,4,3,GLQ,6.532334292222349,5.093750200806762,5,6.744059186311348,0.0,6.744059186311348,1.0,1,0,1,4,0,0,Attchd,Fin,420.0,TA,4.948759890378168,3,2008,11.824079893607152,1.791759469228055,0,0,0,Vinyl
407,160,RM,21.0,7.427144133408616,0,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,Gable,BrkFace,6.236369590203704,3,TA,CBlock,3,1,ALQ,5.093750200806762,5.7745515455444085,4,6.182084906716632,6.22455842927536,6.895682697747868,0.0,1,1,2,4,0,0,Detchd,Unf,264.0,TA,5.5254529391317835,5,2009,11.678439903447801,3.6375861597263857,0,1,0,Wood
2300,20,RL,69.0,8.935903526274423,0,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,Gable,None,0.0,3,TA,CBlock,3,1,ALQ,6.338594078203183,5.638354669333745,3,6.740519359606223,0.0,6.740519359606223,1.0,1,0,2,3,0,0,Detchd,Unf,360.0,TA,0.0,6,2007,11.771436160121729,3.258096538021482,0,1,0,Wood
731,50,RL,55.0,8.890823576004383,0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,Gable,None,0.0,4,Gd,BrkTil,3,1,Unf,0.0,6.859614903654202,4,6.859614903654202,6.391917113392602,7.3453648404168685,0.0,2,1,3,5,0,0,Detchd,Unf,672.0,TA,4.31748811353631,10,2009,12.230765258120545,4.442651256490317,1,1,0,Wood
2230,20,RL,0.0,10.39418189500513,1,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,3,1957,Hip,None,0.0,4,TA,PConc,3,1,Rec,7.106606137727303,6.705639094860003,3,7.830425617820331,0.0,7.830425617820331,1.0,3,0,4,3,2,3,Attchd,RFn,484.0,TA,0.0,3,2007,12.209187788430318,3.9318256327243257,1,1,0,Wood
1688,20,RL,91.0,9.378055776380775,0,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,Gable,Stone,5.713732805509369,4,TA,PConc,5,2,Unf,0.0,7.43543801981455,5,7.43543801981455,0.0,7.43543801981455,0.0,2,0,3,4,1,4,Attchd,RFn,856.0,TA,0.0,6,2007,12.68354828961461,0.6931471805599453,1,1,0,Mix
880,20,RL,85.0,9.23024103368252,0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2007,Gable,BrkFace,5.198497031265826,4,TA,PConc,4,3,GLQ,7.2991214627108,4.61512051684126,5,7.3796321526095525,0.0,7.3796321526095525,1.0,2,0,3,4,1,4,Attchd,RFn,810.0,TA,0.0,1,2009,12.588610248994634,1.0986122886681098,1,0,0,Vinyl
1074,120,RL,63.0,9.088172738001974,1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,Hip,BrkFace,6.424869023905388,5,TA,PConc,5,1,GLQ,3.367295829986474,7.4127640174265625,5,7.429520842786462,0.0,7.429520842786462,0.0,2,0,2,5,1,5,Attchd,RFn,564.0,TA,6.206575926724928,7,2008,12.491251587763836,1.3862943611198906,1,0,0,Metal
771,60,RL,70.0,9.32232887392423,0,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,5,1978,Hip,BrkFace,4.532599493153256,3,TA,CBlock,3,1,LwQ,5.424950017481403,5.262690188904886,4,6.823286122355687,6.641182169740591,7.428927194802272,0.0,2,1,3,3,1,3,Attchd,RFn,440.0,TA,5.497168225293202,7,2009,12.058152515453552,3.4657359027997265,0,0,0,Wood
724,50,RM,98.0,9.084890521258767,0,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,6,1890,Hip,None,0.0,3,TA,BrkTil,3,1,LwQ,6.9930151229329605,0.0,3,7.080867896690782,6.331501849893691,7.533693709848633,0.0,1,0,2,3,0,0,Detchd,Unf,456.0,TA,3.8918202981106265,9,2009,11.73526869611367,4.787491742782046,1,1,1,Vinyl
730,30,RL,0.0,8.797246236703527,0,Lvl,Inside,BrkSide,Norm,1Fam,1Story,6,6,1923,Gable,None,0.0,3,TA,BrkTil,3,1,Unf,0.0,6.930494765951626,3,7.267525427828172,0.0,7.267525427828172,0.0,1,0,3,4,1,4,BuiltIn,Unf,216.0,TA,5.58724865840025,9,2009,11.911701584927597,4.465908118654584,1,1,0,Metal
273,20,RL,65.0,9.07954808172616,0,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,Gable,BrkFace,4.59511985013459,4,TA,PConc,4,3,GLQ,3.2188758248682006,7.237778191923443,5,7.254884810077338,0.0,7.254884810077338,0.0,2,0,3,4,0,0,Attchd,RFn,494.0,TA,4.890349128221754,5,2010,12.130810161029627,1.9459101490553132,1,0,0,Vinyl
2793,20,RL,0.0,9.313708904953216,0,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2002,Hip,None,0.0,4,TA,PConc,4,1,GLQ,6.771935555839602,6.1675164908883415,5,7.214504414151143,0.0,7.214504414151143,1.0,1,1,1,4,1,3,Attchd,Unf,418.0,TA,4.23410650459726,6,2006,12.301382825334498,1.6094379124341003,1,0,0,Mix
1789,20,RL,76.0,9.122492281402987,0,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,Gable,Stone,4.948759890378168,4,TA,PConc,4,3,Unf,0.0,7.311218384419629,5,7.311218384419629,0.0,7.311218384419629,0.0,2,0,3,4,0,0,Attchd,Fin,474.0,TA,5.1298987149230735,6,2007,12.323855681186558,0.0,1,0,0,Mix
1900,20,RL,57.0,9.0217190130337,1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,Gable,None,0.0,3,TA,CBlock,3,1,Unf,0.0,6.838405200847344,5,6.838405200847344,0.0,6.838405200847344,0.0,1,0,2,4,1,4,Attchd,Unf,306.0,TA,0.0,11,2007,11.728036844587175,4.060443010546419,1,0,0,Brick
677,90,RL,60.0,9.053101595549691,0,Lvl,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,Gable,None,0.0,3,TA,Slab,0,0,None,0.0,0.0,2,6.947937068614969,0.0,6.947937068614969,0.0,2,0,2,3,0,0,Detchd,Unf,400.0,TA,0.0,6,2009,11.439278924801929,4.0943445622221,0,0,0,Brick
747,30,RM,50.0,9.063694791634697,0,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,5,1925,Hip,None,0.0,3,Fa,BrkTil,3,1,LwQ,4.90527477843843,6.844815479208263,3,6.9782137426306985,0.0,6.9782137426306985,1.0,1,0,2,3,0,0,Detchd,Unf,1184.0,TA,0.0,8,2009,11.747997587149712,4.442651256490317,1,1,0,Wood
1038,20,RL,0.0,9.452187908084165,1,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,5,1972,Hip,None,0.0,3,TA,CBlock,3,1,BLQ,6.398594934535208,5.579729825986222,3,6.762729506931879,0.0,6.762729506931879,0.0,1,0,3,3,0,0,Detchd,Unf,576.0,TA,5.37989735354046,4,2008,11.619535200028487,3.6109179126442243,0,0,0,Metal
1763,60,RL,0.0,9.305741456739435,0,Lvl,FR2,NoRidge,Norm,1Fam,2Story,8,5,2000,Gable,BrkFace,4.290459441148391,4,TA,PConc,4,1,Unf,0.0,6.877296071497429,5,6.905753276311464,7.161622002939187,7.734558844354756,0.0,2,1,4,4,1,3,BuiltIn,Fin,648.0,TA,0.0,6,2007,12.421184025147118,2.0794415416798357,1,0,0,Vinyl
1283,20,RL,69.0,8.934718614016768,0,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,5,1963,Gable,None,0.0,3,TA,CBlock,3,1,Unf,0.0,7.0192966537150445,5,7.0192966537150445,0.0,7.0192966537150445,0.0,1,0,3,3,0,0,Attchd,Unf,264.0,TA,0.0,5,2008,11.826786849205313,3.828641396489095,0,0,0,Wood
2803,120,RM,37.0,8.397508348470257,0,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,Gable,BrkFace,5.14166355650266,4,TA,PConc,4,3,GLQ,6.576469569048224,4.882801922586371,5,6.744059186311348,0.0,6.744059186311348,1.0,1,0,1,4,0,0,Attchd,Fin,420.0,TA,4.948759890378168,4,2006,11.79810440720389,1.3862943611198906,0,0,0,Vinyl
1927,20,RL,72.0,9.225524507301223,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,Hip,BrkFace,4.795790545596741,3,TA,CBlock,3,1,BLQ,6.375024819828097,6.137727054086234,3,6.955592608396297,0.0,6.955592608396297,1.0,1,0,3,3,0,0,Attchd,Unf,286.0,TA,0.0,6,2007,11.813030057420567,3.9512437185814275,1,0,0,Metal
1036,20,RL,68.0,9.239510749275963,0,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,6,1969,Gable,BrkFace,4.290459441148391,3,TA,CBlock,4,2,Rec,5.53338948872752,6.529418838262226,3,6.842683282238422,0.0,6.842683282238422,0.0,1,0,2,3,0,0,Attchd,Unf,288.0,TA,2.833213344056216,9,2008,11.625360894300016,3.6888794541139363,0,0,0,Wood
1237,20,RL,70.0,8.957252944288902,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1962,Gable,None,0.0,3,Gd,CBlock,3,1,Rec,6.22455842927536,5.768320995793772,3,7.157735484249907,0.0,7.157735484249907,1.0,1,0,3,3,0,0,Detchd,Unf,506.0,TA,0.0,10,2008,11.84939770159144,3.8501476017100584,0,1,0,Metal
1375,50,RL,80.0,9.748061059204817,0,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,Gable,None,0.0,3,TA,CBlock,0,0,None,0.0,0.0,3,7.02197642307216,6.150602768446279,7.370860166536716,0.0,2,0,4,3,1,4,Detchd,Fin,680.0,TA,0.0,7,2008,11.808813773969108,3.912023005428146,1,0,0,Wood
1643,20,RL,81.0,9.53755560876329,1,HLS,Inside,StoneBr,PosA,1Fam,1Story,10,5,2006,Hip,BrkFace,5.5254529391317835,5,TA,PConc,5,4,GLQ,7.050122520269059,6.3818160174060985,5,7.622174594817622,0.0,7.622174594817622,1.0,2,0,3,5,1,4,Attchd,Fin,724.0,TA,5.484796933490655,10,2007,13.028052697933088,0.6931471805599453,1,1,0,Mix
2453,60,RL,92.0,9.222367752188902,0,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1994,Hip,BrkFace,5.971261839790462,4,TA,PConc,4,1,GLQ,6.608000625296087,6.054439346269371,5,7.093404625868766,7.188412736496954,7.834788107388194,1.0,2,1,4,4,1,3,Attchd,RFn,844.0,TA,5.736572297479192,12,2006,12.577636201962656,2.5649493574615367,1,0,0,Vinyl
2129,60,RL,47.0,9.289243969571649,2,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,1999,Gable,None,0.0,4,TA,PConc,4,4,GLQ,5.8377304471659395,6.472346294500901,5,6.8966943316227125,6.786716950605081,7.535830462798367,0.0,2,1,3,4,1,3,Attchd,RFn,597.0,TA,5.313205979041787,3,2007,12.36946619243861,2.1972245773362196,1,0,0,Vinyl
2640,50,RM,60.0,9.169622538697624,0,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,1900,Gable,None,0.0,3,TA,BrkTil,3,1,Rec,5.945420608606575,5.991464547107982,5,6.846943139585379,6.1675164908883415,7.256297239690681,0.0,1,0,3,4,0,0,Detchd,Unf,400.0,TA,0.0,6,2006,11.960811288962345,4.672828834461906,1,1,0,Wood
2437,60,RL,0.0,9.002331708246244,1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,Gable,None,0.0,3,TA,PConc,4,1,Unf,0.0,6.860663671448287,5,6.860663671448287,6.568077911411976,7.417580402414544,0.0,2,1,3,3,1,3,Attchd,RFn,460.0,TA,4.61512051684126,1,2006,12.05757263721173,1.9459101490553132,1,0,0,Vinyl
1123,20,FV,95.0,9.36220272128543,0,Lvl,Corner,Somerst,Norm,1Fam,1Story,7,5,2007,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,7.264730177929867,5,7.264730177929867,0.0,7.264730177929867,0.0,2,0,3,4,0,0,Attchd,Fin,480.0,TA,0.0,12,2008,12.111761966058932,0.6931471805599453,1,1,0,Mix
2398,20,RL,121.0,9.529448434427817,1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2005,Gable,BrkFace,6.066108090103747,5,TA,PConc,5,4,GLQ,7.117205503164344,6.329720905522696,5,7.491645473605133,0.0,7.491645473605133,1.0,2,0,2,4,1,4,Attchd,RFn,925.0,TA,5.3230099791384085,3,2006,12.82771576849868,0.6931471805599453,1,1,0,Vinyl
1420,60,RL,0.0,9.187276432377631,3,Lvl,Corner,SawyerW,Norm,1Fam,2Story,6,5,1995,Gable,BrkFace,5.25227342804663,4,TA,PConc,4,1,LwQ,6.659293919683638,5.700443573390687,5,6.9975959829819265,7.451241684987676,7.942717540573791,0.0,2,1,4,4,1,3,BuiltIn,Fin,614.0,TA,3.8918202981106265,6,2008,12.468436909997665,2.6390573296152584,1,1,0,Wood
2693,30,RM,50.0,9.105090961257085,0,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,4,1919,Gable,None,0.0,3,TA,BrkTil,3,1,Unf,0.0,6.415096959171596,5,6.709304340258298,0.0,6.709304340258298,0.0,1,0,2,4,0,0,None,None,0.0,None,0.0,9,2006,11.184421397998193,4.477336814478207,0,1,0,Wood
1370,190,RM,60.0,9.241935933565934,0,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,3,3,1915,Gable,None,0.0,2,Fa,PConc,3,1,Unf,0.0,6.285998094508865,5,6.695798917058491,6.285998094508865,7.20414929203594,0.0,2,0,3,3,0,0,None,None,0.0,None,3.7612001156935624,5,2008,11.319037271804808,4.543294782270004,1,1,0,Mix
392,80,RL,0.0,9.254261559034111,1,Lvl,Corner,NWAmes,Norm,1Fam,SLvl,6,6,1972,Gable,BrkFace,5.811140992976701,3,TA,CBlock,3,1,Unf,0.0,6.536691597591305,3,7.229113877793302,6.60934924316738,7.659171367666058,0.0,2,1,3,3,1,3,Attchd,RFn,583.0,TA,0.0,8,2009,11.970350312009105,3.6375861597263857,1,0,0,Wood
1351,50,RM,50.0,9.063694791634697,0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,Gable,None,0.0,3,TA,CBlock,3,1,BLQ,5.820082930352362,5.69035945432406,3,6.9782137426306985,5.365976015021851,7.1592919047975645,1.0,1,0,2,3,0,0,Detchd,Unf,240.0,TA,0.0,1,2008,11.751942365440728,4.110873864173311,0,1,0,Wood
246,20,RL,83.0,9.3910773406399,0,Low,Inside,SawyerW,Norm,1Fam,1Story,7,5,1987,Gable,BrkFace,5.181783550292085,4,TA,CBlock,4,4,GLQ,7.2682230211595655,0.0,5,7.2682230211595655,0.0,7.2682230211595655,1.0,1,1,1,4,2,3,Attchd,RFn,528.0,Gd,0.0,6,2010,12.506177237980511,3.1780538303479458,1,0,0,Wood
802,50,RL,79.0,9.419628376999952,1,Low,Inside,SawyerW,Norm,1Fam,1.5Fin,8,8,1983,Gable,None,0.0,4,TA,CBlock,4,4,GLQ,7.273786317844895,4.02535169073515,5,7.311218384419629,6.456769655572163,7.665284718471351,1.0,1,1,1,4,1,4,BuiltIn,Fin,612.0,TA,5.857933154483459,9,2009,12.66539442642905,3.295836866004329,1,1,0,Wood
1404,80,RL,124.0,9.351232110673664,1,Lvl,Corner,Edwards,Norm,1Fam,SLvl,6,7,1959,Gable,BrkFace,4.442651256490317,3,TA,CBlock,3,3,ALQ,6.579251212010101,5.707110264748875,4,7.213768308118642,0.0,7.213768308118642,1.0,1,0,2,5,1,4,Basment,RFn,312.0,TA,0.0,5,2008,12.083905011555967,3.912023005428146,1,1,0,Wood
803,20,RL,90.0,9.59458184363272,1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,Hip,BrkFace,5.459585514144159,4,TA,CBlock,4,2,ALQ,6.186208623900494,7.311218384419629,4,7.69484807238461,0.0,7.69484807238461,0.0,2,0,3,4,1,3,Attchd,RFn,701.0,TA,4.442651256490317,6,2009,12.513189630620563,2.995732273553991,1,1,0,Wood
1595,160,RM,0.0,7.888334500738654,0,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,6,1976,Gable,None,0.0,3,TA,PConc,4,2,Unf,0.0,5.579729825986222,3,6.424869023905388,6.535241271013659,7.173958319756794,0.0,1,1,3,3,1,4,BuiltIn,Fin,336.0,TA,4.955827057601261,6,2008,11.652687407345388,3.4965075614664802,1,0,0,Mix
1319,70,RM,50.0,8.566173813637858,0,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,5,1872,Gable,None,0.0,3,Gd,BrkTil,3,1,LwQ,5.560681631015528,6.054439346269371,2,6.844815479208263,7.103322062526113,7.765993079407675,0.0,2,0,4,3,0,0,None,None,0.0,None,0.0,12,2008,11.711776323715394,4.919980925828125,1,1,1,Metal
2231,20,RL,70.0,9.800623917076889,1,HLS,CulDSac,Crawfor,Norm,1Fam,1Story,8,5,1986,Gable,None,0.0,4,TA,CBlock,4,1,Unf,0.0,5.634789603169249,4,7.910957382845589,0.0,7.910957382845589,0.0,2,1,2,4,1,4,Attchd,Fin,691.0,Gd,5.37989735354046,8,2007,12.66032791780777,3.091042453358316,1,0,0,Wood
2162,60,RL,79.0,9.13194630454817,1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,Gable,None,0.0,4,TA,PConc,4,3,Unf,0.0,6.84587987526405,5,6.84587987526405,6.755768921984255,7.494430215031565,0.0,2,1,3,4,0,0,Attchd,RFn,639.0,TA,4.976733742420574,4,2007,12.271392111650817,0.6931471805599453,1,0,0,Vinyl
